    Energy      s          Int(s)         px           py           pz           p          Int(p)       dx2-y2        dz2          dyz          dxz          dxy           d          Int(d)        fxyz         fx3          fy3          fz3       fx(y2-z2)    fy(z2-x2)    fz(x2-y2)        f          Int(f)       total      Int(total) 
   15.1000  1.96540E-01  1.64931E+00  7.45379E-01  7.45379E-01  7.45379E-01  2.23614E+00  5.38407E+00  3.45629E-01  2.40596E-01  4.50662E-01  4.50662E-01  3.45629E-01  1.83318E+00  1.09459E+01  4.01161E-01  3.39904E-01  2.12031E-01  3.91103E-01  2.98978E-01  2.22254E-01  4.01161E-01  2.26659E+00  1.07329E+00  6.53245E+00  1.90525E+01
   15.2000  1.91490E-01  1.65072E+00  7.11209E-01  7.11209E-01  7.11209E-01  2.13363E+00  5.39975E+00  3.23124E-01  2.25422E-01  4.20827E-01  4.20827E-01  3.23124E-01  1.71332E+00  1.09585E+01  4.01956E-01  3.64442E-01  2.08963E-01  4.41681E-01  3.12683E-01  2.19395E-01  4.01956E-01  2.35108E+00  1.09057E+00  6.38952E+00  1.90995E+01
   15.3000  1.86549E-01  1.65209E+00  6.83237E-01  6.83237E-01  6.83237E-01  2.04971E+00  5.41481E+00  3.03338E-01  2.14298E-01  3.92378E-01  3.92378E-01  3.03338E-01  1.60573E+00  1.09703E+01  4.08878E-01  4.15526E-01  2.07082E-01  5.42160E-01  3.43056E-01  2.17990E-01  4.08878E-01  2.54357E+00  1.10927E+00  6.38556E+00  1.91464E+01
   15.4000  1.82391E-01  1.65343E+00  6.63146E-01  6.63146E-01  6.63146E-01  1.98944E+00  5.42944E+00  2.87158E-01  2.07991E-01  3.66325E-01  3.66325E-01  2.87158E-01  1.51496E+00  1.09814E+01  4.21184E-01  4.67374E-01  2.06387E-01  6.41281E-01  3.74590E-01  2.17997E-01  4.21184E-01  2.75000E+00  1.12948E+00  6.43678E+00  1.91938E+01
   15.5000  1.79643E-01  1.65475E+00  6.52094E-01  6.52094E-01  6.52094E-01  1.95628E+00  5.44382E+00  2.75344E-01  2.07247E-01  3.43442E-01  3.43442E-01  2.75344E-01  1.44482E+00  1.09920E+01  4.38118E-01  5.09995E-01  2.06826E-01  7.19397E-01  4.01230E-01  2.19328E-01  4.38118E-01  2.93301E+00  1.15104E+00  6.51376E+00  1.92416E+01
   15.6000  1.78579E-01  1.65607E+00  6.50848E-01  6.50848E-01  6.50848E-01  1.95254E+00  5.45817E+00  2.69248E-01  2.13852E-01  3.24645E-01  3.24645E-01  2.69248E-01  1.40164E+00  1.10023E+01  4.58867E-01  5.72041E-01  2.08318E-01  8.34189E-01  4.40095E-01  2.21861E-01  4.58867E-01  3.19424E+00  1.17451E+00  6.72700E+00  1.92911E+01
   15.7000  1.79025E-01  1.65738E+00  6.59702E-01  6.59702E-01  6.59702E-01  1.97910E+00  5.47271E+00  2.71895E-01  2.32239E-01  3.11551E-01  3.11551E-01  2.71895E-01  1.39913E+00  1.10126E+01  4.82407E-01  6.65382E-01  2.10755E-01  1.00988E+00  4.98215E-01  2.25439E-01  4.82407E-01  3.57449E+00  1.20079E+00  7.13175E+00  1.93435E+01
   15.8000  1.80496E-01  1.65871E+00  6.77649E-01  6.77649E-01  6.77649E-01  2.03295E+00  5.48765E+00  2.90307E-01  2.72917E-01  3.07697E-01  3.07697E-01  2.90307E-01  1.46892E+00  1.10234E+01  5.06693E-01  7.90829E-01  2.13962E-01  1.24902E+00  5.75905E-01  2.29785E-01  5.06693E-01  4.07289E+00  1.23072E+00  7.75526E+00  1.94005E+01
   15.9000  1.82465E-01  1.66005E+00  6.99808E-01  6.99808E-01  6.99808E-01  2.09942E+00  5.50308E+00  3.39643E-01  3.58646E-01  3.20641E-01  3.20641E-01  3.39643E-01  1.67921E+00  1.10357E+01  5.26423E-01  9.24543E-01  2.17540E-01  1.50632E+00  6.58438E-01  2.34236E-01  5.26423E-01  4.59393E+00  1.26449E+00  8.55503E+00  1.94634E+01
   16.0000  1.84626E-01  1.66141E+00  7.14002E-01  7.14002E-01  7.14002E-01  2.14201E+00  5.51883E+00  4.34807E-01  5.11821E-01  3.57793E-01  3.57793E-01  4.34807E-01  2.09702E+00  1.10512E+01  5.30721E-01  9.98864E-01  2.20702E-01  1.65134E+00  7.04357E-01  2.37460E-01  5.30720E-01  4.87417E+00  1.30031E+00  9.29782E+00  1.95317E+01
   16.1000  1.86883E-01  1.66278E+00  7.06703E-01  7.06703E-01  7.06703E-01  2.12011E+00  5.53441E+00  5.01939E-01  6.21705E-01  3.82173E-01  3.82173E-01  5.01939E-01  2.38993E+00  1.10687E+01  5.10035E-01  9.53160E-01  2.22783E-01  1.56708E+00  6.76536E-01  2.38310E-01  5.10035E-01  4.67794E+00  1.33469E+00  9.37486E+00  1.96006E+01
   16.2000  1.89105E-01  1.66417E+00  6.81067E-01  6.81066E-01  6.81066E-01  2.04320E+00  5.54943E+00  4.34799E-01  5.29001E-01  3.40597E-01  3.40597E-01  4.34799E-01  2.07979E+00  1.10840E+01  4.71474E-01  8.21479E-01  2.24377E-01  1.31841E+00  5.95995E-01  2.37734E-01  4.71474E-01  4.14094E+00  1.36513E+00  8.45304E+00  1.96627E+01
   16.3000  1.90899E-01  1.66557E+00  6.53153E-01  6.53153E-01  6.53153E-01  1.95946E+00  5.56383E+00  3.43652E-01  3.99195E-01  2.88109E-01  2.88109E-01  3.43652E-01  1.66272E+00  1.10962E+01  4.31674E-01  6.80528E-01  2.26776E-01  1.05121E+00  5.10103E-01  2.37851E-01  4.31674E-01  3.56982E+00  1.39137E+00  7.38289E+00  1.97170E+01
   16.4000  1.91583E-01  1.66698E+00  6.31952E-01  6.31952E-01  6.31952E-01  1.89586E+00  5.57776E+00  2.85525E-01  3.17900E-01  2.53150E-01  2.53150E-01  2.85525E-01  1.39525E+00  1.11065E+01  3.98876E-01  5.67769E-01  2.30595E-01  8.36720E-01  4.41996E-01  2.39692E-01  3.98876E-01  3.11452E+00  1.41426E+00  6.59721E+00  1.97655E+01
   16.5000  1.90393E-01  1.66838E+00  6.17723E-01  6.17723E-01  6.17723E-01  1.85317E+00  5.59138E+00  2.51234E-01  2.71420E-01  2.31048E-01  2.31048E-01  2.51234E-01  1.23598E+00  1.11156E+01  3.73219E-01  4.86116E-01  2.35777E-01  6.80735E-01  3.93410E-01  2.43206E-01  3.73219E-01  2.78568E+00  1.43473E+00  6.06523E+00  1.98101E+01
   16.6000  1.86771E-01  1.66975E+00  6.08286E-01  6.08286E-01  6.08286E-01  1.82486E+00  5.60480E+00  2.29988E-01  2.43658E-01  2.16318E-01  2.16318E-01  2.29988E-01  1.13627E+00  1.11239E+01  3.52885E-01  4.28320E-01  2.42050E-01  5.69656E-01  3.59803E-01  2.48041E-01  3.52885E-01  2.55364E+00  1.45350E+00  5.70154E+00  1.98520E+01
   16.7000  1.80580E-01  1.67108E+00  6.01876E-01  6.01876E-01  6.01876E-01  1.80563E+00  5.61807E+00  2.16072E-01  2.26125E-01  2.06018E-01  2.06018E-01  2.16072E-01  1.07030E+00  1.11318E+01  3.36465E-01  3.87241E-01  2.49140E-01  4.89939E-01  3.36721E-01  2.53860E-01  3.36465E-01  2.38983E+00  1.47107E+00  5.44634E+00  1.98920E+01
   16.8000  1.72161E-01  1.67235E+00  5.97535E-01  5.97535E-01  5.97535E-01  1.79261E+00  5.63124E+00  2.06640E-01  2.14631E-01  1.98649E-01  1.98649E-01  2.06640E-01  1.02521E+00  1.11393E+01  3.23155E-01  3.57786E-01  2.56826E-01  4.31856E-01  3.20987E-01  2.60412E-01  3.23155E-01  2.27418E+00  1.48778E+00  5.26415E+00  1.99307E+01
   16.9000  1.62210E-01  1.67354E+00  5.94901E-01  5.94901E-01  5.94901E-01  1.78470E+00  5.64436E+00  2.00225E-01  2.07046E-01  1.93404E-01  1.93404E-01  2.00225E-01  9.94305E-01  1.11466E+01  3.12534E-01  3.36616E-01  2.64984E-01  3.88970E-01  3.10533E-01  2.67555E-01  3.12534E-01  2.19373E+00  1.50390E+00  5.13494E+00  1.99684E+01
   17.0000  1.51564E-01  1.67465E+00  5.93975E-01  5.93975E-01  5.93975E-01  1.78193E+00  5.65746E+00  1.96025E-01  2.02232E-01  1.89818E-01  1.89818E-01  1.96025E-01  9.73917E-01  1.11538E+01  3.04388E-01  3.21593E-01  2.73602E-01  3.57103E-01  3.04061E-01  2.75266E-01  3.04388E-01  2.14040E+00  1.51964E+00  5.04781E+00  2.00055E+01
   17.1000  1.40998E-01  1.67569E+00  5.94975E-01  5.94975E-01  5.94975E-01  1.78492E+00  5.67058E+00  1.93562E-01  1.99536E-01  1.87588E-01  1.87588E-01  1.93562E-01  9.61837E-01  1.11609E+01  2.98608E-01  3.11357E-01  2.82780E-01  3.33518E-01  3.00782E-01  2.83636E-01  2.98608E-01  2.10929E+00  1.53514E+00  4.99705E+00  2.00423E+01
   17.2000  1.31106E-01  1.67665E+00  5.98243E-01  5.98243E-01  5.98243E-01  1.79473E+00  5.68377E+00  1.92524E-01  1.98552E-01  1.86497E-01  1.86497E-01  1.92524E-01  9.56594E-01  1.11679E+01  2.95143E-01  3.05043E-01  2.92708E-01  3.16390E-01  3.00240E-01  2.92839E-01  2.95143E-01  2.09751E+00  1.55056E+00  4.97994E+00  2.00789E+01
   17.3000  1.22276E-01  1.67755E+00  6.04208E-01  6.04208E-01  6.04208E-01  1.81262E+00  5.69709E+00  1.92681E-01  1.98997E-01  1.86365E-01  1.86365E-01  1.92681E-01  9.57090E-01  1.11749E+01  2.93977E-01  3.02103E-01  3.03627E-01  3.04491E-01  3.02191E-01  3.03106E-01  2.93977E-01  2.10347E+00  1.56602E+00  4.99546E+00  2.01156E+01
   17.4000  1.14718E-01  1.67839E+00  6.13354E-01  6.13354E-01  6.13354E-01  1.84006E+00  5.71061E+00  1.93844E-01  2.00654E-01  1.87035E-01  1.87035E-01  1.93844E-01  9.62412E-01  1.11820E+01  2.95121E-01  3.02201E-01  3.15798E-01  2.96987E-01  3.06522E-01  3.14680E-01  2.95121E-01  2.12643E+00  1.58164E+00  5.04362E+00  2.01527E+01
   17.5000  1.08518E-01  1.67919E+00  6.26217E-01  6.26218E-01  6.26218E-01  1.87865E+00  5.72442E+00  1.95849E-01  2.03338E-01  1.88359E-01  1.88359E-01  1.95849E-01  9.71754E-01  1.11891E+01  2.98606E-01  3.05137E-01  3.29475E-01  2.93314E-01  3.13203E-01  3.27806E-01  2.98606E-01  2.16615E+00  1.59757E+00  5.12507E+00  2.01903E+01
   17.6000  1.03695E-01  1.67995E+00  6.43352E-01  6.43353E-01  6.43352E-01  1.93006E+00  5.73861E+00  1.98543E-01  2.06882E-01  1.90204E-01  1.90204E-01  1.98543E-01  9.84376E-01  1.11964E+01  3.04483E-01  3.10802E-01  3.44887E-01  2.93098E-01  3.22252E-01  3.42703E-01  3.04483E-01  2.22271E+00  1.61390E+00  5.24084E+00  2.02288E+01
   17.7000  1.00229E-01  1.68069E+00  6.65300E-01  6.65300E-01  6.65300E-01  1.99590E+00  5.75328E+00  2.01791E-01  2.11128E-01  1.92454E-01  1.92454E-01  2.01791E-01  9.99619E-01  1.12037E+01  3.12823E-01  3.19153E-01  3.62239E-01  2.96100E-01  3.33716E-01  3.59568E-01  3.12823E-01  2.29642E+00  1.63078E+00  5.39217E+00  2.02685E+01
   17.8000  9.81005E-02  1.68141E+00  6.92512E-01  6.92512E-01  6.92512E-01  2.07754E+00  5.76855E+00  2.05474E-01  2.15928E-01  1.95020E-01  1.95020E-01  2.05474E-01  1.01692E+00  1.12112E+01  3.23716E-01  3.30187E-01  3.81707E-01  3.02178E-01  3.47660E-01  3.78572E-01  3.23716E-01  2.38774E+00  1.64833E+00  5.58029E+00  2.03095E+01
   17.9000  9.73041E-02  1.68213E+00  7.25216E-01  7.25216E-01  7.25216E-01  2.17565E+00  5.78454E+00  2.09498E-01  2.21148E-01  1.97848E-01  1.97848E-01  2.09498E-01  1.03584E+00  1.12188E+01  3.37262E-01  3.43926E-01  4.03411E-01  3.11258E-01  3.64145E-01  3.99836E-01  3.37262E-01  2.49710E+00  1.66668E+00  5.80589E+00  2.03522E+01
   18.0000  9.78662E-02  1.68285E+00  7.63199E-01  7.63200E-01  7.63200E-01  2.28960E+00  5.80137E+00  2.13798E-01  2.26674E-01  2.00921E-01  2.00921E-01  2.13798E-01  1.05611E+00  1.12266E+01  3.53554E-01  3.60372E-01  4.27360E-01  3.23305E-01  3.83178E-01  4.23371E-01  3.53554E-01  2.62469E+00  1.68597E+00  6.06827E+00  2.03968E+01
   18.1000  9.98560E-02  1.68358E+00  8.05530E-01  8.05530E-01  8.05530E-01  2.41659E+00  5.81913E+00  2.18350E-01  2.32431E-01  2.04269E-01  2.04269E-01  2.18350E-01  1.07767E+00  1.12345E+01  3.72632E-01  3.79456E-01  4.53329E-01  3.38297E-01  4.04643E-01  4.48967E-01  3.72632E-01  2.76996E+00  1.70633E+00  6.36407E+00  2.04435E+01
   18.2000  1.03398E-01  1.68434E+00  8.50227E-01  8.50227E-01  8.50227E-01  2.55068E+00  5.83787E+00  2.23173E-01  2.38388E-01  2.07957E-01  2.07957E-01  2.23173E-01  1.10065E+00  1.12426E+01  3.94419E-01  4.00944E-01  4.80668E-01  3.56187E-01  4.28172E-01  4.76005E-01  3.94419E-01  2.93081E+00  1.72787E+00  6.68554E+00  2.04927E+01
   18.3000  1.08687E-01  1.68514E+00  8.94090E-01  8.94090E-01  8.94090E-01  2.68227E+00  5.85759E+00  2.28337E-01  2.44578E-01  2.12097E-01  2.12097E-01  2.28337E-01  1.12545E+00  1.12509E+01  4.18620E-01  4.24344E-01  5.08108E-01  3.76860E-01  4.53013E-01  5.03271E-01  4.18620E-01  3.10284E+00  1.75068E+00  7.01924E+00  2.05443E+01
   18.4000  1.16006E-01  1.68599E+00  9.32954E-01  9.32954E-01  9.32954E-01  2.79886E+00  5.87816E+00  2.33965E-01  2.51095E-01  2.16834E-01  2.16834E-01  2.33965E-01  1.15269E+00  1.12593E+01  4.44652E-01  4.48854E-01  5.33733E-01  4.00089E-01  4.77991E-01  5.28918E-01  4.44652E-01  3.27889E+00  1.77478E+00  7.34645E+00  2.05983E+01
   18.5000  1.25753E-01  1.68691E+00  9.62547E-01  9.62547E-01  9.62547E-01  2.88764E+00  5.89938E+00  2.40220E-01  2.58090E-01  2.22349E-01  2.22349E-01  2.40220E-01  1.18323E+00  1.12680E+01  4.71613E-01  4.73422E-01  5.55252E-01  4.25501E-01  5.01633E-01  5.50731E-01  4.71613E-01  3.44977E+00  1.80013E+00  7.64639E+00  2.06545E+01
   18.6000  1.38485E-01  1.68793E+00  9.79853E-01  9.79853E-01  9.79853E-01  2.93956E+00  5.92099E+00  2.47296E-01  2.65745E-01  2.28847E-01  2.28847E-01  2.47296E-01  1.21803E+00  1.12770E+01  4.98358E-01  4.96953E-01  5.70664E-01  4.52556E-01  5.22529E-01  5.66755E-01  4.98357E-01  3.60617E+00  1.82664E+00  7.90225E+00  2.07125E+01
   18.7000  1.54963E-01  1.68907E+00  9.84261E-01  9.84261E-01  9.84261E-01  2.95278E+00  5.94269E+00  2.55393E-01  2.74243E-01  2.36543E-01  2.36543E-01  2.55393E-01  1.25812E+00  1.12862E+01  5.23678E-01  5.18580E-01  5.78981E-01  4.80599E-01  5.39751E-01  5.75991E-01  5.23678E-01  3.74126E+00  1.85414E+00  8.10712E+00  2.07721E+01
   18.8000  1.76230E-01  1.69037E+00  9.77702E-01  9.77702E-01  9.77702E-01  2.93311E+00  5.96425E+00  2.64681E-01  2.83718E-01  2.45644E-01  2.45644E-01  2.64681E-01  1.30437E+00  1.12958E+01  5.46501E-01  5.37852E-01  5.80562E-01  5.08950E-01  5.53095E-01  5.78721E-01  5.46501E-01  3.85218E+00  1.88245E+00  8.26589E+00  2.08329E+01
   18.9000  2.03682E-01  1.69186E+00  9.63616E-01  9.63616E-01  9.63616E-01  2.89085E+00  5.98550E+00  2.75258E-01  2.94204E-01  2.56311E-01  2.56311E-01  2.75258E-01  1.35734E+00  1.13058E+01  5.66016E-01  5.54722E-01  5.76819E-01  5.37004E-01  5.62977E-01  5.76235E-01  5.66016E-01  3.93979E+00  1.91141E+00  8.39166E+00  2.08946E+01
   19.0000  2.39137E-01  1.69362E+00  9.45527E-01  9.45527E-01  9.45527E-01  2.83658E+00  6.00635E+00  2.87100E-01  3.05595E-01  2.68604E-01  2.68604E-01  2.87100E-01  1.41700E+00  1.13162E+01  5.81726E-01  5.69404E-01  5.69563E-01  5.64315E-01  5.70125E-01  5.70220E-01  5.81726E-01  4.00708E+00  1.94086E+00  8.49980E+00  2.09570E+01
   19.1000  2.84809E-01  1.69571E+00  9.26094E-01  9.26094E-01  9.26094E-01  2.77828E+00  6.02677E+00  2.99999E-01  3.17609E-01  2.82388E-01  2.82388E-01  2.99999E-01  1.48238E+00  1.13271E+01  5.93447E-01  5.82197E-01  5.60380E-01  5.90608E-01  5.75257E-01  5.62167E-01  5.93447E-01  4.05750E+00  1.97068E+00  8.60298E+00  2.10203E+01
   19.2000  3.42977E-01  1.69824E+00  9.06949E-01  9.06949E-01  9.06949E-01  2.72085E+00  6.04676E+00  3.13485E-01  3.29781E-01  2.97189E-01  2.97189E-01  3.13485E-01  1.55113E+00  1.13385E+01  6.01257E-01  5.93338E-01  5.50303E-01  6.15715E-01  5.78878E-01  5.53057E-01  6.01257E-01  4.09380E+00  2.00077E+00  8.70875E+00  2.10843E+01
   19.3000  4.14940E-01  1.70129E+00  8.88998E-01  8.88998E-01  8.88998E-01  2.66699E+00  6.06637E+00  3.26751E-01  3.41490E-01  3.12012E-01  3.12012E-01  3.26751E-01  1.61902E+00  1.13504E+01  6.05425E-01  6.02905E-01  5.39750E-01  6.39436E-01  5.81193E-01  5.43300E-01  6.05425E-01  4.11743E+00  2.03103E+00  8.81838E+00  2.11491E+01
   19.4000  4.98622E-01  1.70495E+00  8.72760E-01  8.72760E-01  8.72760E-01  2.61828E+00  6.08561E+00  3.38621E-01  3.52026E-01  3.25216E-01  3.25216E-01  3.38621E-01  1.67970E+00  1.13627E+01  6.06307E-01  6.10742E-01  5.28624E-01  6.61366E-01  5.82094E-01  5.32823E-01  6.06307E-01  4.12826E+00  2.06137E+00  8.92487E+00  2.12147E+01
   19.5000  5.84832E-01  1.70925E+00  8.58499E-01  8.58499E-01  8.58499E-01  2.57550E+00  6.10454E+00  3.47685E-01  3.60688E-01  3.34681E-01  3.34681E-01  3.47685E-01  1.72542E+00  1.13754E+01  6.04234E-01  6.16407E-01  5.16481E-01  6.80758E-01  5.81180E-01  5.21225E-01  6.04234E-01  4.12452E+00  2.09169E+00  9.01027E+00  2.12809E+01
   19.6000  6.55052E-01  1.71406E+00  8.46172E-01  8.46172E-01  8.46172E-01  2.53852E+00  6.12320E+00  3.52698E-01  3.66895E-01  3.38501E-01  3.38501E-01  3.52698E-01  1.74930E+00  1.13883E+01  5.99415E-01  6.19202E-01  5.02734E-01  6.96475E-01  5.77841E-01  5.07960E-01  5.99415E-01  4.10304E+00  2.12185E+00  9.04591E+00  2.13474E+01
   19.7000  6.87396E-01  1.71912E+00  8.35346E-01  8.35346E-01  8.35346E-01  2.50604E+00  6.14162E+00  3.53134E-01  3.70274E-01  3.35995E-01  3.35995E-01  3.53134E-01  1.74853E+00  1.14011E+01  5.91914E-01  6.18295E-01  4.86869E-01  7.07136E-01  5.71403E-01  4.92547E-01  5.91914E-01  4.06008E+00  2.15169E+00  9.00204E+00  2.14136E+01
   19.8000  6.71566E-01  1.72405E+00  8.25179E-01  8.25179E-01  8.25179E-01  2.47554E+00  6.15981E+00  3.49439E-01  3.70706E-01  3.28172E-01  3.28172E-01  3.49439E-01  1.72593E+00  1.14138E+01  5.81687E-01  6.12946E-01  4.68622E-01  7.11433E-01  5.61328E-01  4.74733E-01  5.81687E-01  3.99244E+00  2.18103E+00  8.86547E+00  2.14787E+01
   19.9000  6.17259E-01  1.72859E+00  8.14542E-01  8.14542E-01  8.14542E-01  2.44362E+00  6.17777E+00  3.42712E-01  3.68320E-01  3.17104E-01  3.17104E-01  3.42712E-01  1.68795E+00  1.14262E+01  5.68675E-01  6.02762E-01  4.48111E-01  7.08535E-01  5.47418E-01  4.54628E-01  5.68675E-01  3.89880E+00  2.20969E+00  8.64764E+00  2.15423E+01
   20.0000  5.44879E-01  1.73259E+00  8.02206E-01  8.02206E-01  8.02206E-01  2.40662E+00  6.19546E+00  3.34127E-01  3.63439E-01  3.04815E-01  3.04815E-01  3.34127E-01  1.64132E+00  1.14383E+01  5.52900E-01  5.87858E-01  4.25829E-01  6.98371E-01  5.29915E-01  4.32698E-01  5.52900E-01  3.78047E+00  2.23747E+00  8.37329E+00  2.16038E+01
   20.1000  4.71741E-01  1.73606E+00  7.87112E-01  7.87112E-01  7.87112E-01  2.36134E+00  6.21282E+00  3.24579E-01  3.56510E-01  2.92647E-01  2.92647E-01  3.24579E-01  1.59096E+00  1.14500E+01  5.34576E-01  5.68895E-01  4.02578E-01  6.81701E-01  5.09503E-01  4.09713E-01  5.34576E-01  3.64154E+00  2.26424E+00  8.06558E+00  2.16631E+01
   20.2000  4.06881E-01  1.73905E+00  7.68567E-01  7.68567E-01  7.68567E-01  2.30570E+00  6.22976E+00  3.14635E-01  3.48040E-01  2.81229E-01  2.81229E-01  3.14635E-01  1.53977E+00  1.14613E+01  5.14124E-01  5.46934E-01  3.79254E-01  6.59936E-01  4.87152E-01  3.86545E-01  5.14124E-01  3.48807E+00  2.28987E+00  7.74042E+00  2.17200E+01
   20.3000  3.52970E-01  1.74165E+00  7.46382E-01  7.46381E-01  7.46382E-01  2.23914E+00  6.24622E+00  3.04641E-01  3.38542E-01  2.70739E-01  2.70739E-01  3.04641E-01  1.48930E+00  1.14722E+01  4.92158E-01  5.23204E-01  3.56676E-01  6.34807E-01  4.63916E-01  3.64000E-01  4.92158E-01  3.32692E+00  2.31433E+00  7.40833E+00  2.17744E+01
   20.4000  3.09505E-01  1.74392E+00  7.20900E-01  7.20900E-01  7.20900E-01  2.16270E+00  6.26211E+00  2.94820E-01  3.28487E-01  2.61153E-01  2.61153E-01  2.94820E-01  1.44043E+00  1.14828E+01  4.69413E-01  4.98905E-01  3.35458E-01  6.08045E-01  4.40767E-01  3.42699E-01  4.69413E-01  3.16470E+00  2.33759E+00  7.07734E+00  2.18265E+01
   20.5000  2.74858E-01  1.74594E+00  6.92865E-01  6.92865E-01  6.92865E-01  2.07859E+00  6.27739E+00  2.85328E-01  3.18277E-01  2.52380E-01  2.52380E-01  2.85328E-01  1.39369E+00  1.14931E+01  4.46631E-01  4.75030E-01  3.15956E-01  5.81126E-01  4.18464E-01  3.23020E-01  4.46631E-01  3.00686E+00  2.35969E+00  6.75400E+00  2.18761E+01
   20.6000  2.47317E-01  1.74776E+00  6.63315E-01  6.63315E-01  6.63315E-01  1.98994E+00  6.29202E+00  2.76280E-01  3.08229E-01  2.44331E-01  2.44331E-01  2.76280E-01  1.34945E+00  1.15030E+01  4.24517E-01  4.52363E-01  2.98348E-01  5.55228E-01  3.97577E-01  3.05168E-01  4.24517E-01  2.85772E+00  2.38069E+00  6.44443E+00  2.19235E+01
   20.7000  2.25348E-01  1.74941E+00  6.33297E-01  6.33297E-01  6.33297E-01  1.89989E+00  6.30598E+00  2.67745E-01  2.98561E-01  2.36928E-01  2.36928E-01  2.67745E-01  1.30791E+00  1.15126E+01  4.03608E-01  4.31407E-01  2.82633E-01  5.31137E-01  3.78436E-01  2.89172E-01  4.03608E-01  2.72000E+00  2.40068E+00  6.15315E+00  2.19687E+01
   20.8000  2.07734E-01  1.75094E+00  6.03766E-01  6.03766E-01  6.03766E-01  1.81130E+00  6.31929E+00  2.59757E-01  2.89407E-01  2.30108E-01  2.30108E-01  2.59757E-01  1.26914E+00  1.15219E+01  3.84289E-01  4.12461E-01  2.68733E-01  5.09342E-01  3.61216E-01  2.74979E-01  3.84289E-01  2.59531E+00  2.41976E+00  5.88348E+00  2.20119E+01
   20.9000  1.93537E-01  1.75236E+00  5.75494E-01  5.75494E-01  5.75494E-01  1.72648E+00  6.33198E+00  2.52331E-01  2.80841E-01  2.23822E-01  2.23822E-01  2.52331E-01  1.23315E+00  1.15310E+01  3.66792E-01  3.95669E-01  2.56535E-01  4.90105E-01  3.45975E-01  2.62494E-01  3.66792E-01  2.48436E+00  2.43802E+00  5.63753E+00  2.20534E+01
   21.0000  1.82027E-01  1.75370E+00  5.48999E-01  5.48999E-01  5.48999E-01  1.64700E+00  6.34409E+00  2.45464E-01  2.72895E-01  2.18033E-01  2.18033E-01  2.45464E-01  1.19989E+00  1.15398E+01  3.51199E-01  3.81043E-01  2.45899E-01  4.73498E-01  3.32677E-01  2.51591E-01  3.51198E-01  2.38710E+00  2.45556E+00  5.41602E+00  2.20932E+01
   21.1000  1.72717E-01  1.75497E+00  5.24911E-01  5.24911E-01  5.24911E-01  1.57473E+00  6.35566E+00  2.39352E-01  2.65820E-01  2.12885E-01  2.12885E-01  2.39352E-01  1.17029E+00  1.15484E+01  3.37607E-01  3.68654E-01  2.36734E-01  4.59680E-01  3.21339E-01  2.42187E-01  3.37607E-01  2.30381E+00  2.47249E+00  5.22155E+00  2.21315E+01
   21.2000  1.65050E-01  1.75618E+00  5.02743E-01  5.02743E-01  5.02743E-01  1.50823E+00  6.36675E+00  2.33633E-01  2.59224E-01  2.08043E-01  2.08043E-01  2.33633E-01  1.14258E+00  1.15568E+01  3.25705E-01  3.58159E-01  2.28829E-01  4.48215E-01  3.11664E-01  2.34066E-01  3.25705E-01  2.23234E+00  2.48890E+00  5.04820E+00  2.21686E+01
   21.3000  1.58786E-01  1.75735E+00  4.82851E-01  4.82851E-01  4.82851E-01  1.44855E+00  6.37740E+00  2.28566E-01  2.53431E-01  2.03701E-01  2.03701E-01  2.28566E-01  1.11796E+00  1.15650E+01  3.15523E-01  3.49616E-01  2.22139E-01  4.39235E-01  3.03673E-01  2.27186E-01  3.15523E-01  2.17289E+00  2.50487E+00  4.89820E+00  2.22047E+01
   21.4000  1.53674E-01  1.75848E+00  4.65157E-01  4.65157E-01  4.65157E-01  1.39547E+00  6.38765E+00  2.24241E-01  2.48584E-01  1.99898E-01  1.99898E-01  2.24241E-01  1.09686E+00  1.15731E+01  3.06935E-01  3.42949E-01  2.16572E-01  4.32693E-01  2.97283E-01  2.21457E-01  3.06935E-01  2.12482E+00  2.52049E+00  4.77083E+00  2.22397E+01
   21.5000  1.49525E-01  1.75958E+00  4.49563E-01  4.49563E-01  4.49563E-01  1.34869E+00  6.39756E+00  2.20785E-01  2.44870E-01  1.96699E-01  1.96699E-01  2.20784E-01  1.07984E+00  1.15810E+01  2.99832E-01  3.38121E-01  2.12067E-01  4.28594E-01  2.92443E-01  2.16811E-01  2.99832E-01  2.08770E+00  2.53583E+00  4.66575E+00  2.22740E+01
   21.6000  1.46188E-01  1.76065E+00  4.35918E-01  4.35918E-01  4.35918E-01  1.30775E+00  6.40718E+00  2.18342E-01  2.42509E-01  1.94175E-01  1.94175E-01  2.18342E-01  1.06754E+00  1.15889E+01  2.94106E-01  3.35114E-01  2.08572E-01  4.26979E-01  2.89120E-01  2.13196E-01  2.94106E-01  2.06119E+00  2.55098E+00  4.58268E+00  2.23077E+01
   21.7000  1.43543E-01  1.76171E+00  4.24053E-01  4.24053E-01  4.24053E-01  1.27216E+00  6.41653E+00  2.17085E-01  2.41755E-01  1.92414E-01  1.92414E-01  2.17085E-01  1.06075E+00  1.15967E+01  2.89659E-01  3.33920E-01  2.06052E-01  4.27894E-01  2.87293E-01  2.10572E-01  2.89659E-01  2.04505E+00  2.56601E+00  4.52151E+00  2.23409E+01
